NOM_INTER|SIGNALI|LONGITUDE|LATITUDE
Alliance, Rue de l'    /   Camaraderie, Rue de la    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.345347|46.873264
Sommeliers, Rue des    /   Saint-Véran, Rue de    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.323621|46.871617
Étudiants, Boulevard des    /   Récollets, Rue des    --   Québec|Arrêts obligatoires sur la rue sud-nord + brigadier scolaire|-71.366458|46.852329
Charles-Fitzpatrick, Avenue    /   Rodrigue-Masson, Avenue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.261499|46.772751
Charles-Fitzpatrick, Avenue    /   Pantaléon-Pelletier, Avenue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.263899|46.774799
Charles-Huot, Avenue    /   Eugène-Fiset, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.269077|46.771259
Bonin, Rue    /   Legardeur, Avenue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.256503|46.786155
Bourbonnière, Rue    /   Parc-Bourbonnière, Rue du    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.263419|46.780937
Bourbonnière, Rue    /   Legardeur, Avenue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.255568|46.785368
Chanoine-Morel, Avenue du    /   Bergerville, Rue de    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.247446|46.783903
Bosquet, Rue du    /   Cèdres, Rue des    --   L'Ancienne-Lorette|Arrêts obligatoires sur la rue est-ouest|-71.366861|46.798171
Lessard, Rue    /   Aimé-Lantier, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.348188|46.847468
Lebourgneuf, Boulevard ( Côté Nord )   /   Robert-Bourassa, Boulevard    --   Québec|Signaux lumineux + phase de virage à gauche|-71.304987|46.831190
Johnny-Parent, Boulevard ( Côté Nord )   /   Maurice-De Celles, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.358343|46.843208
Bastien, Boulevard    /   Quartz, Rue du    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.301430|46.848628
Fronsac, Rue de    /   Chambertin, Rue du    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.320775|46.872243
Wilfrid-Hamel, Boulevard ( Côté Nord )   /   Gauvin, Avenue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.256999|46.811041
Ducharme, Avenue    /   Aurèle-Cloutier, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.265264|46.812520
Bergemont, Avenue    /   Jérémie-Fortin, Rue    --   Québec|Aucun contrôle|-71.232679|46.837505
Bastien, Boulevard    /   École Saint-Bernard, Stationnement    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique + brigadier scolaire|-71.311240|46.852649
Chabot, Rue    /   Bernatchez, Avenue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.261554|46.813545
Beaucage, Rue    /   Giguère, Avenue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.260555|46.816098
Beaucage, Rue    /   Gauvin, Avenue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.261349|46.815751
Beaucage, Rue    /   Bernatchez, Avenue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.262951|46.815056
Blouin, Rue    /   Giguère, Avenue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.261952|46.817600
Bernatchez, Avenue    /   Émile-Fontaine, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.260170|46.812025
Blouin, Rue    /   Pierre-Bertrand, Boulevard    --   Québec|Aucun contrôle|-71.265050|46.816210
Blanchette, Rue    /   Juchereau-Duchesnay, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.343376|46.755850
Brousseau, Rue    /   Parc-Dion, Rue du    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.364370|46.852765
Charles-Garnier, Rue    /   Frères-Capucins, Rue des    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.372629|46.851200
Charles-Garnier, Rue    /   Gravel, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.371199|46.850242
Boucher, Rue    /   Antoine-Bédard, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.360965|46.848278
Boucher, Rue    /   Paquet, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.358829|46.846775
Wilfrid-Caron, Rue    /   Antoine-Bédard, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.359256|46.849388
Pruneau, Avenue    /   Marceau, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.265827|46.810918
Pierre-Bertrand, Boulevard ( Côté Est )   /   Rocailles, Rue des    --   Québec|Signaux lumineux + phase de virage à gauche|-71.281035|46.833878
Dubois, Rue    /   Curé-Leblond, Rue du    --   Québec|Arrêts obligatoires sur toutes les approches|-71.333731|46.875933
Cardinal-Villeneuve, Boulevard    /   Hamilton, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.236779|46.831405
Bardy, Avenue    /   De Grandville, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.223002|46.840636
Saint-Louis, Chemin    /   Toulouse, Rue de    /   Verrières, Rue des    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.327771|46.751172
Henri-IV, Autoroute ( Côté Ouest )   /   Aut. 73 Sud, Bretelle    --   Québec|Non déterminé|-71.308084|46.779574
Bastien, Boulevard    /   De Grandmaison, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.309949|46.851978
Barfleur, Rue de    /   Bourbonnais, Rue du    /   Perche, Avenue du    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.286077|46.868987
Van Gogh, Rue    /   *Projetée, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.335741|46.882328
Félix-Leclerc, Autoroute ( Côté Nord )   /   Aut. 40 Ouest, Montréal, Bretelle    --   Saint-Augustin-de-Desmaures|Non déterminé|-71.402602|46.755523
Canardière, Chemin de la    /   De Niverville, Avenue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.219533|46.843018
Saint-Ambroise, Rue    /   De Rigauville, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.237581|46.814005
Fossambault, Route de    /   Mines, Rang des    /   3e, Rang    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue est-ouest|-71.487387|46.765767
Dufferin-Montmorency, Autoroute ( Côté Nord )   /   Boul. des Chutes, Sortie 27, Bretelle    --   Québec|Non déterminé|-71.171186|46.858187
Henri-IV, Autoroute ( Côté Est )   /   Aut 73 N, 40, 540, Aut. Henri IV, Bretelle    --   Québec|Non déterminé|-71.295443|46.754468
Langelier, Boulevard ( Côté Est )   /   Saint-Joseph Est, Rue    --   Québec|Signaux lumineux + phase de virage à gauche|-71.230975|46.812162
Royal, Chemin    /   Monument, Avenue du    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.210573|46.850652
La Morille, Boulevard ( Côté Ouest )   /      --   Québec|Aucun contrôle|-71.311339|46.838832
Sainte-Anne, Boulevard    /   Monument, Avenue du    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.207992|46.848692
Cabriolet, Rue du    /   Chamerolles, Rue de    --   Québec|Arrêts obligatoires sur toutes les approches|-71.329759|46.846996
Capucins, Boulevard des ( Côté Est )   /   3e, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.219894|46.824534
Arsenal, Rue de l'    /   Carleton, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.212652|46.815164
Fossambault, Route de    /   Copenhague, Rue de    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue est-ouest|-71.460611|46.746710
Butte, Chemin de la ( Côté Nord )   /   Suzanne-Lamy, Rue    --   Saint-Augustin-de-Desmaures|Signaux lumineux privé|-71.399206|46.739229
Sainte-Anne, Boulevard    /   Mouettes, Rue des    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.192007|46.854406
Charlevoix, Rue    /   Hôtel-Dieu, Rue de l'    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.210034|46.815024
Cardinal-Villeneuve, Boulevard    /   Carignan-Salières, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.235846|46.830087
Cardinal-Villeneuve, Boulevard    /   Berthiaume, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.237545|46.831894
Cardinal-Villeneuve, Boulevard    /   Saint-Adélard, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.237952|46.832560
Boisseau, Rue    /   Durocher, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.236752|46.810100
Cartier, Avenue    /   Fraser, Rue    --   Québec|Aucun contrôle|-71.225918|46.803697
Bagot, Rue    /   Montmagny, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.241225|46.806378
Bagot, Rue    /   Saint-Germain, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.237565|46.808503
Bastien, Boulevard    /   Bonne-Entente, Rue de la    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.302453|46.848883
Bagot, Rue    /   Saint-Luc, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.238484|46.807969
Bagot, Rue    /   Saint-Sauveur, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.239839|46.807175
Adéla-Lessard, Rue    /   Mary-Travers, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.309037|46.839687
Cerisiers, Avenue des    /   Lilas Ouest, Rue des    --   Québec|Arrêts obligatoires sur toutes les approches|-71.249227|46.839329
Cézanne, Rue    /   Corot, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.335226|46.860173
Champfleury, Avenue    /   De Fondville, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.223246|46.839250
Champfleury, Avenue    /   La Fontaine, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.225796|46.841073
Champfleury, Avenue    /   Sir-Adolphe-Chapleau, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.227584|46.842357
Champfleury, Avenue    /   25e, Rue    --   Québec|Arrêts obligatoires sur toutes les approches + brigadier scolaire|-71.229847|46.843953
Champfleury, Avenue    /   26e, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.231423|46.845076
Champfleury, Avenue    /   Geneviève-Lamarre, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.232654|46.845950
Chapelle, Rue de la    /   Sainte-Marguerite, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.221230|46.814229
Charest Est, Boulevard    /   Chapelle, Rue de la    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique|-71.221419|46.814500
Neilson, Boulevard    /   Beaupré, Avenue    --   Québec|Aucun contrôle|-71.303120|46.761380
Paix-et-Amitié, Rue    /   Éloi-Garneau, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.344742|46.883486
La Morille, Boulevard ( Côté Est )   /      --   Québec|Cédez seulement|-71.311153|46.838795
La Frenaye, Carré    /   De La Cardonnière, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.362170|46.838310
Canardière, Chemin de la    /   Bergemont, Avenue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.224672|46.831448
Canardière, Chemin de la    /   De La Ronde, Avenue    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique|-71.222450|46.836929
Canardière, Chemin de la    /   Maufils, Avenue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.222147|46.837608
Canardière, Chemin de la    /   Saint-Pascal, Avenue    /   18e, Rue    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique|-71.221583|46.838786
Canardière, Chemin de la    /   De La Vérendrye, Avenue    /   Sainte-Anne, Boulevard    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.220995|46.840063
Canardière, Chemin de la    /   Sainte-Anne, Boulevard    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique|-71.220500|46.841088
Canoterie, Côte de la    /   Saint-Thomas, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.208347|46.816513
Capucins, Boulevard des    /   De Beaujeu, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.223131|46.827360
Capucins, Boulevard des    /   Olier, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.224029|46.828140
Carillon, Rue de    /   Saint-Léon, Rue    --   Québec|Aucun contrôle|-71.239357|46.814208
Carillon, Rue de    /   Frère-Louis, Rue du    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.239019|46.813894
Carillon, Rue de    /   Montmartre, Rue de    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.238841|46.813733
Carillon, Rue de    /   Sainte-Agnès, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.238430|46.813351
Carillon, Rue de    /   Elzéar-Bédard, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.237667|46.812627
Caron, Rue    /   Reine, Rue de la    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.229566|46.814202
Caron, Rue    /   De La Salle, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.229278|46.813946
Caron, Rue    /   Notre-Dame-des-Anges, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.228257|46.812626
Cèdres, Boulevard des    /   Duval, Avenue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.251001|46.832299
Wilfrid-Hamel, Boulevard ( Côté Nord )   /   Giguère, Avenue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.256282|46.811505
Auclair, Boulevard    /   Poudrerie, Rue de la    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.358247|46.777681
Pierre-Bertrand, Boulevard    /   Émile-Fontaine, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.260999|46.811676
Bergemont, Avenue    /   Pins Est, Rue des    --   Québec|Aucun contrôle|-71.237395|46.840738
Berlioz, Avenue    /   Conrad-Bernier, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.384619|46.841976
Bethune, Rue    /   Valois, Carré    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.340861|46.858980
Bethune, Rue    /   Valois, Carré    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.342359|46.858308
Blain, Rue    /   Saint-Maurice, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.354291|46.836677
Blain, Rue    /   René-Chaloult, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.359156|46.834579
Raymond-Blouin, Avenue    /   De Mareuil, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.284967|46.813270
Boisseau, Rue    /   Jacques-Normand, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.235157|46.811080
Bordelais, Rue du    /   Brouillard, Rue du    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.322469|46.833780
Bordelais, Rue du    /   Beauchastel, Rue de    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.324003|46.833101
Wilfrid-Hamel, Boulevard ( Côté Nord )   /   Bourdages, Rue    /   Soumande, Rue    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique + phase de virage à Gauche|-71.250832|46.816763
De Bourlamaque, Avenue    /   Saint-Laurent, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.229607|46.804204
Aberdeen, Rue    /   De Bourlamaque, Avenue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.226988|46.802075
Bourraches, Rue des    /   Branches, Rue des    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.324706|46.829537
Branches, Rue des    /   Brûlé, Carré du    --   Québec|Arrêts obligatoires sur toutes les approches|-71.323542|46.830040
Brasier, Rue du    /   Beaufils, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.320194|46.832491
Briand, Avenue    /   Wilfrid-Laurier, Avenue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.222568|46.801707
Bricault, Rue    /   Linteau, Rue    --   Québec|Aucun contrôle|-71.379527|46.843670
Brindille, Rue de la    /   Brouillard, Rue du    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.323128|46.834863
Broussaille, Rue de la    /   Belle-Arrivée, Rue de la    --   Québec|Arrêts obligatoires sur toutes les approches|-71.320374|46.833923
Brûlé, Carré du    /   Bourraches, Rue des    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.322549|46.828970
Caen, Rue de    /   Dumouchel, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.328947|46.822847
André-Gide, Rue    /   Blaise-Cendrars, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.388597|46.810963
Avignon, Rue d'    /   Limoges, Rue de    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.367266|46.838892
Terrasse-Cadieux, Rue de la    /   Chalifour, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.161828|46.877455
François-Xavier, Boulevard    /   Parc-Roy, Rue du    --   Québec|Arrêts obligatoires sur toutes les approches|-71.160887|46.875568
Banville, Avenue    /   Paul-Gury, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.330838|46.823067
Banville, Avenue    /   Albert-Camus, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.337215|46.826336
Forêt-de-Vernon, Rue de la    /      --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.366138|46.745814
Gémier, Rue    /   Galois, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.435369|46.865004
Soumande, Rue ( Côté Est )   /   Hubert, Rue    --   Québec|Signaux lumineux + phase de virage à gauche|-71.255813|46.822299
Fossambault, Route de    /   Rotterdam, Rue de    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue est-ouest|-71.469573|46.752709
Belle-Arrivée, Rue de la    /   Bois-Brûlés, Rue des    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.319852|46.833337
Bastien, Boulevard    /   Thomas-Dunn, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.334383|46.858177
Bastien, Boulevard    /   Monique-Corriveau, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.338463|46.857946
Beaucage, Rue    /   Bélanger, Avenue    --   Québec|Arrêts obligatoires sur toutes les approches + brigadier scolaire|-71.258966|46.816792
Boisseau, Rue    /   Bayard, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.237635|46.809591
Bazire, Rue    /   Gédéon-Ouimet, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.349213|46.839711
Beaubois, Rue    /   Beaufils, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.322224|46.832333
Beaubois, Rue    /   Brindille, Rue de la    --   Québec|Arrêts obligatoires sur toutes les approches|-71.324412|46.834695
Beaubois, Rue    /   Baumier, Rue du    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.328687|46.835023
Beaubois, Rue    /   Barillets, Rue des    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.327853|46.832894
Beau-Chemin, Rue du    /   Beauchastel, Rue de    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.326835|46.834628
Beau-Chemin, Rue du    /   Bastion, Rue du    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.327577|46.833768
Beauville, Rue    /   Bluteau, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.381258|46.843949
Dalquier, Avenue    /   François-Arteau, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.300151|46.781694
Henri-Bourassa, Boulevard    /   78e Est, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.266474|46.861303
Auvergne, Boulevard de l' ( Côté Nord )   /   Point-du-Jour, Rue du    --   Québec|Signaux lum. + Phase de piéton + Décompte num. + Signal sonore + Phase de virage à ga.|-71.357997|46.825067
Volière, Avenue de la    /      --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.395955|46.846460
Royale, Avenue    /   Saintonge, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.157807|46.885075
Royale, Avenue    /   Xavier-Giroux, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.154095|46.885850
Chutes, Boulevard des    /   Toussaint, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.156122|46.883925
Chutes, Boulevard des    /   Maurice-Champagne, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.155433|46.884266
Chutes, Boulevard des    /   Massabielle, Rue de    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.154699|46.884645
Chutes, Boulevard des    /   Prince-George, Rue du    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.153016|46.885652
Royale, Avenue    /   Vachon, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.158631|46.884159
Amazone, Rue de l'    /   Actif, Rue de l'    --   Québec|Arrêts obligatoires sur toutes les approches|-71.355755|46.829838
Amazone, Rue de l'    /   Renommée, Rue de la    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.357367|46.831234
Andromède, Rue de l'    /   Aquilon, Rue de l'    --   Québec|Aucun contrôle|-71.358898|46.826877
Aqueduc, Rue de l'    /   Bagot, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.239219|46.807538
Aquilon, Rue de l'    /   Dionne, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.359511|46.827276
Aquilon, Rue de l'    /   Malherbe, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.361064|46.828349
Arago Est, Rue    /   Turgeon, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.228448|46.809618
Arago Est, Rue    /   Horatio-Nelson, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.227299|46.810180
Arago Est, Rue    /   Voltigeurs, Rue des    --   Québec|Aucun contrôle|-71.226280|46.810688
Arago Ouest, Rue    /   Signaï, Rue    --   Québec|Aucun contrôle|-71.230239|46.808731
Arago Ouest, Rue    /   De Mazenod, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.230814|46.808447
Arago Ouest, Rue    /   Durocher, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.232903|46.807157
Aqueduc, Rue de l'    /   Aqueduc, Côte de l'    /   Arago Ouest, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.234105|46.806455
Ardennes, Rue des    /   Père-Arnaud, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.254831|46.806326
Argiles, Carré des    /   Aviron, Rue de l'    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.321876|46.826272
Astrolabe, Rue de l'    /   Ange-Blanc, Rue de l'    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.357692|46.830444
Astrolabe, Rue de l'    /   Actif, Rue de l'    --   Québec|Arrêts obligatoires sur toutes les approches|-71.359507|46.830008
Morency, Avenue    /   116e, Rue    --   Québec|Aucun contrôle|-71.160642|46.873461
Milton, Rue    /   Blaise-Cendrars, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.391425|46.810925
Henri-Talbot, Avenue    /   104e, Rue    --   Québec|Aucun contrôle|-71.156745|46.876561
Menuet, Rue du    /   Cotillon, Rue du    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.165363|46.882828
Cotillon, Rue du    /   Bergame, Rue de    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.165138|46.882310
Larue, Avenue    /   Artois, Rue d'    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.164839|46.888438
Larue, Avenue    /   Fraternité, Rue de la    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.163916|46.888504
Larue, Avenue    /   Renardière, Rue de la    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.161488|46.888632
Larue, Avenue    /   Saint-Victor, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.160455|46.888716
Larue, Avenue    /   Saintonge, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.158261|46.888861
Monty, Rue    /   Milton, Rue    --   Québec|Aucun contrôle|-71.388862|46.809313
Licorne, Rue de la    /   Lucioles, Rue des    --   Québec|Arrêts obligatoires sur toutes les approches|-71.164808|46.893296
Goyette, Rue    /   Jeanne-Isaïe, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.165448|46.890907
Goyette, Rue    /   Nérac, Rue de    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.165273|46.889810
Fraternité, Rue de la    /   Quatre-Saisons, Rue des    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.164164|46.889200
Artois, Rue d'    /   Pastourelle, Rue de la    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.164388|46.884509
Tunis, Rue de    /   Pastourelle, Rue de la    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.165890|46.885357
Tunis, Rue de    /   Mercier, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.162127|46.886130
Vachon, Rue    /   Tunis, Rue de    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.159249|46.886303
Sylvio, Rue    /   Figuiers, Rue des    --   Québec|Arrêts obligatoires sur toutes les approches|-71.156797|46.890810
Brideau, Rue    /   Figuiers, Rue des    --   Québec|Arrêts obligatoires sur toutes les approches|-71.155803|46.890900
Brideau, Rue    /   Duc-de-Kent, Rue du    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.155859|46.891295
Pionniers, Rue des    /   Taillebourg, Rue de    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.156479|46.886833
Pionniers, Rue des    /   Brideau, Rue    /   Saint-Donat, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.155363|46.887331
Rapides, Avenue des    /   Isaïe, Rue    --   Québec|Aucun contrôle|-71.158043|46.892631
Rapides, Avenue des    /   Brideau, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.156022|46.892208
Rapides, Avenue des    /   Parc-de-Vimy, Rue du    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.151575|46.891771
Menuet, Rue du    /   Artois, Rue d'    --   Québec|Arrêts obligatoires sur toutes les approches|-71.164169|46.883130
Menuet, Rue du    /   Bordages, Rue des    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.166389|46.882434
Artois, Rue d'    /   Ariel, Rue d'    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.164276|46.883830
Royale, Avenue    /   Chalifour, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.162675|46.881239
Royale, Avenue    /   Renardière, Rue de la    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.160534|46.882868
Royale, Avenue    /   Courville, Côte de    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.159303|46.883564
Chutes, Boulevard des    /   Morel, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.166166|46.876810
Chutes, Boulevard des    /   Chalifour, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.162367|46.880221
Jules-Verne, Avenue    /   Yvon-Dolbec, Rue    --   L'Ancienne-Lorette|Arrêts obligatoires sur la rue est-ouest|-71.351702|46.789727
D'Amours, Avenue    /   Omer-Létourneau, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.316381|46.776567
Chutes, Boulevard des    /   Dorion, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.157000|46.883479
D'Amours, Avenue    /   Mélèzes, Rue des    --   Québec|Arrêts obligatoires sur toutes les approches|-71.321562|46.773091
