NOM_INTER|SIGNALI|LONGITUDE|LATITUDE
Impatientes, Rue des    /   Roselière, Avenue de la    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.285226|46.822505
Géraniums, Rue des    /   Impatientes, Rue des    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.289116|46.820609
Coligny, Rue de    /   Courtil, Rue du    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.293222|46.839204
Courtil, Rue du    /      --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.292322|46.838865
Godin, Avenue    /   Desrochers, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.274663|46.817560
Godin, Avenue    /   Maurice-Bois, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.277126|46.820260
Godin, Avenue    /   Maurice-Bois, Rue    --   Québec|Arrêts obligatoires au sud et à l'est (signalisation spéciale)|-71.277704|46.820880
Fernand-Dufour, Rue    /   Rivard, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.283680|46.824963
Raymond-Blouin, Avenue    /   Hallé, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.280385|46.810962
Raymond-Blouin, Avenue    /   Rageot, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.281310|46.811958
De Merlac, Rue    /   Le Caron, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.284331|46.811235
Rageot, Rue    /   Sainte-Élisabeth, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.282528|46.811430
Acacias, Rue des    /   Étamines, Rue des    --   Québec|Aucun contrôle|-71.277700|46.813267
Raymond-Blouin, Avenue    /   Sainte-Élisabeth, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.283560|46.813366
Raymond-Blouin, Avenue    /   Dubé, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.284208|46.813312
De Brugnon, Rue    /   Marais, Rue du    /   Raymond-Blouin, Avenue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.285686|46.813513
Gardénia, Rue du    /   Balsamines, Rue des    /   Primevères, Rue des    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.277952|46.814945
Dubé, Rue    /   Riverin, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.286022|46.814939
Balsamines, Rue des    /   Aubier, Rue de l'    /   Cassis, Rue des    --   Québec|Arrêts obligatoires sur toutes les approches|-71.279709|46.814183
De Mareuil, Rue    /   Le Caron, Rue    --   Québec|Aucun contrôle|-71.285505|46.812500
Montrachet, Rue de    /   Côte-de-Nuits, Rue du    --   Québec|Arrêts obligatoires sur toutes les approches|-71.326814|46.865732
Vaillancourt, Rue    /   Mario, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.326297|46.872840
Rivière-Jaune, Avenue de la    /   Noroît, Rue du    --   Québec|Non déterminé|-71.349087|46.938218
Ancêtres, Avenue des    /   Aïeux, Rue des    --   Québec|Arrêts obligatoires sur toutes les approches|-71.317795|46.850775
Talbot, Boulevard    /   Noroît, Rue du    --   Québec|Non déterminé|-71.347948|46.938410
Raymond-Déry, Rue    /   Fondateurs, Rue des    --   Québec|Arrêts obligatoires sur toutes les approches|-71.316444|46.852184
Drolet, Rue    /   Intrépides, Rue des    --   Québec|Arrêts obligatoires sur toutes les approches|-71.319954|46.851638
Père-Marquette, Rue    /   Manrèse, Avenue de    --   Québec|Arrêts obligatoires sur toutes les approches|-71.232547|46.802574
Léon-Harmel, Rue    /   Jacquard, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.284390|46.799744
Crémazie Ouest, Rue    /   Érables, Avenue des    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.230435|46.803074
Jurançon, Rue de    /   Châteauneuf-du-Pape, Rue de    --   Québec|Non déterminé|-71.317149|46.868574
Fronsac, Rue de    /   Veuve-Clicquot, Rue du    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.321636|46.872566
Sheppard, Rue    /   Rodolphe-Forget, Avenue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.246868|46.785370
Blouin, Rue    /   Bélanger, Avenue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.260358|46.818304
Fontenelle, Boulevard    /   Antoine-Baumé, Carré    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.330337|46.818872
Grand-Tronc, Rue du    /   Fonderie, Rue de la    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.286844|46.805513
Lafleur, Rue    /   Chamberland, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.285155|46.805388
Turcotte, Avenue    /   Blouin, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.256464|46.820008
Cyrille-Duquet, Rue    /   Marconi, Avenue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.275560|46.795600
Wilfrid-Hamel, Boulevard    /   Grand-Tronc, Rue du    --   Québec|Signaux lumineux|-71.287276|46.806126
Wilfrid-Hamel, Boulevard ( Côté Sud )   /   Marie-de-l'Incarnation, Rue    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique + phase de virage à Gauche|-71.252595|46.814553
Rivière-du-Berger, Rue de la    /   Presqu'île, Rue de la    /   Sortie Caserne #5,    --   Québec|Arrêts obligatoires sur toutes les approches|-71.294111|46.810391
Hallé, Rue    /   Sainte-Élisabeth, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.280891|46.810536
Pépin, Rue    /   Antonio-Patry, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.281746|46.807609
Père-Lelièvre, Boulevard    /   Tamise, Rue de la    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.280355|46.808777
Nérée-Tremblay, Avenue    /   parc Nérée-Tremblay, Lien piétonnier    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique|-71.282038|46.789028
Sciences-Humaines, Avenue des    /   Sciences-de-l'Éducation, Rue des    --   Québec|Non déterminé|-71.274224|46.781682
Sciences-Humaines, Avenue des    /   Bibliothèques, Rue des    --   Québec|Non déterminé|-71.273478|46.781069
Branly, Avenue    /   Graham-Bell, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.272635|46.793509
Frank-Carrel, Rue    /   Graham-Bell, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.274289|46.795170
Bastien, Boulevard    /   Louis-XIV, Boulevard    /   Pierre-Bertrand, Boulevard    --   Québec|Signaux lumineux + phase de virage à gauche|-71.294843|46.848549
Wilfrid-Hamel, Boulevard ( Côté Nord )   /   Parc-Technologique, Boulevard du    --   Québec|Signaux lumineux + phase de virage à gauche|-71.327163|46.804584
Doucet, Avenue    /   Garon, Avenue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.263450|46.850157
Chapdelaine, Avenue    /   MacKay, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.276800|46.789166
Lebourgneuf, Boulevard ( Côté Sud )   /   Omer de Serres   --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique + phase de virage à Gauche|-71.300593|46.833976
Chapdelaine, Avenue    /   Laurentienne, Terrasse    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.271910|46.792220
Chapdelaine, Avenue    /   De Longpré, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.271120|46.792723
Père-Lelièvre, Boulevard    /   Chabot, Rue    --   Québec|Signaux lum. + Phase de piéton + Décompte num. + Signal sonore + Phase de virage à ga.|-71.267089|46.811066
Nérée-Tremblay, Avenue    /   Galvani, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.284593|46.791918
Nérée-Tremblay, Avenue    /   Nicolas-Pinel, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.281608|46.787678
Wilfrid-Hamel, Boulevard ( Côté Sud )   /   Père-Lelièvre, Boulevard    /   Québec Broue, Stationnement    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique + phase de virage à Gauche|-71.261186|46.809096
Chevremont, Avenue    /   Pijart, Carré    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.292774|46.785169
Biencourt, Rue    /   Bon-Accueil, Carré de    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.294823|46.784725
Biencourt, Rue    /   Chevremont, Avenue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.293470|46.785643
Montbray, Avenue    /   Père-Druillettes, Rue du    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.295881|46.785949
Wilfrid-Hamel, Boulevard ( Côté Nord )   /   Saint-Jean-Baptiste, Avenue    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique + phase de virage à Gauche|-71.331162|46.803071
Wilfrid-Hamel, Boulevard ( Côté Sud )   /   A.-R.-Décary, Rue    --   Québec|Signaux lumineux + phase de virage à gauche|-71.277592|46.806006
Cap-Rouge, Côte de    /   Plage-Jacques-Cartier, Chemin de la    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.341892|46.748095
Sainte-Foy, Chemin    /   Saint-Jean-Bosco, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.271485|46.788642
Fournier, Avenue    /   Gigault, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.292848|46.773161
Fournier, Avenue    /   Paul-De Chomedey, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.293495|46.773616
Fournier, Avenue    /   L'Isle-Dieu, Avenue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.294092|46.774051
Fournier, Avenue    /   Chambellé, Rue du    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.294722|46.774488
Denis-Riverin, Rue    /   Castonguay, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.374710|46.773895
Wolfe, Avenue    /   Pierre-Martin, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.289851|46.772057
Wolfe, Avenue    /   L'Isle-Dieu, Avenue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.293372|46.774537
138, Route    /   Alphonse-Huot, Rue    --   Saint-Augustin-de-Desmaures|Non déterminé|-71.445841|46.745673
Vents, Avenue des    /   Père-Lévesque, Rue du    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.184928|46.874804
Yves-Prévost, Rue    /   Patry, Avenue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.186946|46.873241
Yves-Prévost, Rue    /   Le Bouyer, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.186953|46.875072
Yves-Prévost, Rue    /   Vents, Avenue des    --   Québec|Arrêts obligatoires sur toutes les approches|-71.185008|46.875511
Yves-Prévost, Rue    /   Aut. 40 Est, 440, Québec, Bretelle    /   Boul. Raymond, Sortie 321, Bretelle    /   Deauville, Rue de    --   Québec|Arrêts obligatoires sur toutes les approches|-71.183899|46.875539
Sarrasin, Rue du    /   Oseille, Rue de l'    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue sud-nord|-71.468274|46.738825
Savio, Rue    /   Tanguay, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.174299|46.873806
Lebourgneuf, Boulevard ( Côté Sud )   /   Assurance Promutuel, Stationnement    --   Québec||-71.307774|46.829770
Langelier, Boulevard ( Côté Ouest )   /   Saint-Joseph Est, Rue    /   Saint-Joseph Ouest, Rue    --   Québec|Signaux lumineux + phase de virage à gauche|-71.231190|46.812094
Trappeur, Rue du    /   Tapissière, Rue de la    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue sud-nord|-71.460434|46.739351
Racette, Route    /   Moulin, Rue du    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue est-ouest|-71.467474|46.741194
Racette, Route    /   Dentellière, Rue de la    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue est-ouest|-71.466445|46.740500
Racette, Route    /   Trèfle, Rue du    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue est-ouest|-71.463336|46.738338
138, Route    /   Racette, Route    --   Saint-Augustin-de-Desmaures|Non déterminé|-71.468352|46.741811
138, Route    /   Collège, Rue du    --   Saint-Augustin-de-Desmaures|Non déterminé|-71.459628|46.743276
Lombard, Rue    /   Dombourg, Rue de    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.306425|46.756715
Royale, Avenue    /   Bourget, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.178016|46.870133
Royale, Avenue    /   Madone, Rue de la    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.176373|46.871208
41e Est, Rue    /   5e Est, Avenue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.241340|46.844632
Royale, Avenue    /   Tanguay, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.174006|46.872806
Royale, Avenue    /   Jean-XXIII, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.168003|46.877191
Terrasse-Orléans, Rue de la    /   Parc-Saint-Laurent, Rue du    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.175208|46.869659
Terrasse-Orléans, Rue de la    /   Azur, Côte d'    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.175021|46.867081
Terrasse-Orléans, Rue de la    /   Beauvigny, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.174936|46.865681
Terrasse-Orléans, Rue de la    /   Latouche, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.174790|46.864172
Ruisseau, Rue du    /   Borée, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.198582|46.885006
Ruisseau, Rue du    /   Savaria, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.198035|46.882237
Royale, Avenue    /   Saint-Théophile, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.162445|46.881393
Royale, Avenue    /   Laplante, Rue    /   Tessier, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.160208|46.883017
Nordique, Avenue    /   Ruisseau, Rue du    --   Québec|Arrêts obligatoires sur toutes les approches + brigadier scolaire|-71.199174|46.885954
Royale, Avenue    /   Isaïe, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.157184|46.885233
Adrien-Drolet, Rue    /   Strasbourg, Rue de    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.322088|46.775619
Cloutier, Boulevard    /   Jean-Paquin, Avenue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.279441|46.862545
Butte, Chemin de la ( Côté Nord )   /   Suzanne-Lamy, Rue    --   Saint-Augustin-de-Desmaures|Signaux lumineux privé|-71.399347|46.739262
138, Route    /   Roy, Chemin du    --   Saint-Augustin-de-Desmaures|Non déterminé|-71.536687|46.725697
Saint-Félix, Rue    /   Marguerite-Du Rouvray, Rue    /   Saint-Félix, Rue    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue est-ouest|-71.368328|46.736327
Saint-Félix, Rue    /   François-Aubert, Rue    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue sud-nord|-71.370637|46.736626
Sarcelle, Rue de la    /   Bernaches, Rue des    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur toutes les approches|-71.379250|46.738131
Soumande, Rue ( Côté Est )   /   Blouin, Rue    /   Place Fleur-de-Lys, Stationnement    --   Québec|Signaux lum. + Phase de piéton + Décompte num. + Signal sonore + Phase de virage à ga.|-71.254487|46.820867
Saint-Félix, Rue    /   Bernaches, Rue des    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue sud-nord|-71.379192|46.736021
Saint-Denys-Garneau, Rue    /   William-Chapman, Rue    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue sud-nord|-71.396391|46.738589
Sarcelle, Rue de la    /   Pilet, Rue du    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue est-ouest|-71.381945|46.738423
Capitaine-Bernier, Rue du    /   Maurice-Bourget, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.362576|46.767365
Sourcin, Rue du    /      --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue est-ouest|-71.381336|46.743770
Duplessis, Autoroute ( Côté Est )   /   Cinéplex-Odéon (Duplessis), Stationnement    /   Restaurant Tangville (Duplessis), Stationnement    --   Québec|Signaux lum. Ministère du transport|-71.352279|46.786984
Canardière, Chemin de la    /   Centre hosp. Robert-Giffard, Stationnement    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique|-71.217463|46.845562
Sourcin, Rue du    /      --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue est-ouest|-71.384720|46.747504
Sourcin, Rue du    /      --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue est-ouest|-71.383654|46.746379
Strasbourg, Rue de    /   Villeroi, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.323037|46.775921
Sablière, Rue de la    /   Grand-Voile, Rue de la    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur toutes les approches|-71.376051|46.755670
Louis-XIV, Boulevard    /   Naudet, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.208631|46.895377
9e, Avenue    /   Guy, Rue    --   Saint-Augustin-de-Desmaures|Non déterminé|-71.391952|46.755430
9e, Avenue    /   8e, Avenue    --   Saint-Augustin-de-Desmaures|Non déterminé|-71.392398|46.755940
10e, Avenue    /   Morand, Rue    --   Saint-Augustin-de-Desmaures|Non déterminé|-71.392512|46.754499
Trinquette, Rue de la    /   Tourmentin, Rue du    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue sud-nord|-71.370309|46.753922
Gaboury, Rue    /      --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue sud-nord|-71.385179|46.745345
23e, Avenue    /   D'Anjou, Rue    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue est-ouest|-71.402492|46.743683
Adrienne-Choquette, Rue    /   Alfred-DesRochers, Rue    /   Doris-Lussier, Rue    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue est-ouest|-71.409137|46.738495
Aéroport, Route de l'    /   Père-Chaumonot, Rue    /   8e Avenue de l'Aéroport,    --   Québec|Signaux lum. Ministère du transport|-71.365298|46.795897
Pellan, Rue    /   Malraux, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.385773|46.764647
Verger, Avenue du ( Côté Ouest )   /   Hospitalières, Rue des    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.271499|46.766359
Aéroport, Route de l' ( Côté Est )   /   Saint-Jacques, Rue    --   Québec|Signaux lum. Ministère du transport|-71.369883|46.799138
Fournier, Avenue    /   Le Noblet, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.291110|46.771935
Aéroport, Route de l'    /   Saint-Benoît, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.366041|46.796431
Wilfrid-Hamel, Boulevard ( Côté Nord )   /   Aéroport, Route de l'    /   Duplessis, Autoroute    /   Wilfrid-Hamel, Boulevard    --   Québec|Signaux lum. Ministère du transport|-71.354855|46.788807
Gaboury, Rue    /   Bocages, Rue des    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur toutes les approches|-71.385990|46.745255
Sophia-Melvin, Rue    /   Autochtones, Rue des    /   Projetée, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.296445|46.901931
Henri-Bourassa, Boulevard ( Côté Ouest )   /   26e, Rue    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique + phase de virage à Gauche|-71.235299|46.842553
Bergemont, Avenue    /   Conway, Avenue    /   Marie-Clarisse, Rue de la    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.226730|46.832947
Mont-Thabor, Avenue du    /   Corridor des Cheminots, Piste cyclable    /   24e, Rue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.233115|46.839654
Honoré-Mercier, Avenue ( Côté Est )   /   Richelieu, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.216311|46.812805
Honoré-Mercier, Avenue ( Côté Ouest )   /   René-Lévesque Est, Boulevard    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique|-71.213986|46.810351
Hauteurs, Rue des    /      --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.293281|46.843357
René-Lévesque Ouest, Boulevard    /   Gouverneurs, Allée des    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.264253|46.782571
Hêtrière, Rue de l'    /   Orée, Rue de l'    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue sud-nord|-71.387500|46.747308
Honoré-Mercier, Avenue ( Côté Est )   /   D'Aiguillon, Rue    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique + phase de virage à Gauche|-71.215921|46.812420
Laurentienne, Autoroute ( Côté Est )   /   Chalutier, Rue du    --   Québec|Signaux lumineux + phase de virage à gauche|-71.228834|46.816629
Henri-Bourassa, Boulevard ( Côté Ouest )   /   Corridor des Cheminots, Piste cyclable    /   24e, Rue    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique + phase de virage à Gauche|-71.232217|46.840284
De Callières, Rue    /   Ernest-Gagnon, Avenue    --   Québec|Arrêts obligatoires sur toutes les approches|-71.248303|46.793787
Ariane, Rue    /   Dordogne, Rue de la    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.196033|46.900126
Lebourgneuf, Boulevard ( Côté Sud )   /   Gradins, Boulevard des    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique + phase de virage à Gauche|-71.278562|46.843891
Colline, Boulevard de la    /   Maurice-Barthe, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.347017|46.862044
Terrasse, Rue de la    /   Sciences-Humaines, Avenue des    --   Québec|Signaux lum. + Phase de piéton + Signal sonore|-71.275941|46.783117
Charles-A.-Roy, Rue    /   André-Riel, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.351522|46.761663
La Vaillante, Rue    /   Jos-Monferrand, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.195032|46.894886
Honoré-Mercier, Avenue ( Côté Ouest )   /   Dauphine, Rue    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique|-71.214366|46.810988
Gaudias-Petitclerc, Rue    /   Villas, Rue des    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.336904|46.749352
Quatre-Bourgeois, Chemin des    /   Pouliot, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.297932|46.775373
Domaine, Rue du    /   Françoise-Aubut, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.358932|46.757241
Honoré-Mercier, Avenue ( Côté Ouest )   /   Dufferin-Montmorency, Autoroute    /   Potasse, Côte de la    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique|-71.217435|46.813334
Honoré-Mercier, Avenue ( Côté Ouest )   /   Abraham, Côte d'    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique + phase de virage à Gauche|-71.216922|46.812968
Pierre-Parent, Rue    /   Dordogne, Rue de la    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.195256|46.901574
42e Ouest, Rue    /   Charles-Bédard, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.254080|46.840440
Quatre-Bourgeois, Chemin des ( Côté Nord )   /   Ch. Ste-Foy, Ch. 4-Bourgeois, S3, Bretelle    /   Vallon, Route du    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique + phase de virage à Gauche|-71.285946|46.783081
Lac-Saint-Charles, Avenue du    /   Gaétan, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.382714|46.915767
Lac-Saint-Charles, Avenue du    /   Jobin, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.384263|46.917033
Roland-Bédard, Rue    /   Zéphirin-Paquet, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.341306|46.818064
1re, Avenue ( Côté Ouest )   /   64e Ouest, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.259062|46.853066
Sainte-Anne, Boulevard    /   121e, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.162017|46.870743
Sainte-Anne, Boulevard    /   116e, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.159505|46.872719
Sainte-Anne, Boulevard    /   110e, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.157356|46.874583
Sainte-Anne, Boulevard    /   108e, Rue    --   Québec|Aucun contrôle|-71.157148|46.874952
Sainte-Anne, Boulevard    /   106e, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.156805|46.875506
Sainte-Anne, Boulevard    /   104e, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.156435|46.876142
65e Est, Rue    /   Anny-Power, Avenue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.256515|46.855131
Honoré-Mercier, Avenue ( Côté Ouest )   /   Richelieu, Rue    --   Québec|Aucun contrôle|-71.216566|46.812682
Crémazie Ouest, Rue    /   Candiac, Rue de    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.228470|46.804215
Saphir, Rue du    /   Turquoises, Rue des    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.259483|46.884127
Sagamité, Chemin de la    /   Corètes, Rue des    --   Québec|Non déterminé|-71.350274|46.945487
Royale, Avenue    /   Mercier, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.161758|46.881892
Honoré-Mercier, Avenue ( Côté Est )   /   René-Lévesque Est, Boulevard    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique|-71.213746|46.810446
Honoré-Mercier, Avenue ( Côté Ouest )   /   Dauphine, Rue    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique|-71.214571|46.810898
Saint-Jean, Rue    /   Félix-Gabriel-Marchand, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.226524|46.807321
Lac-Saint-Charles, Avenue du    /   Charles-Talbot, Rue    --   Québec|Non déterminé|-71.406186|46.946795
Terrasse-Cadieux, Rue de la    /   Dom-Bellot, Rue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.160300|46.878541
Boisclerc, Rue    /   Jeanne-Mance, Avenue    --   Québec|Arrêts obligatoires sur la rue sud-nord|-71.242944|46.830232
Canardière, Chemin de la    /   Capucins, Boulevard des    /   11e, Rue    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique + phase de virage à Gauche|-71.225505|46.829283
Roy, Chemin du    /   Grandes-Mers, Chemin des    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue sud-nord|-71.461375|46.731520
Roy, Chemin du    /   Gravillons, Chemin des    --   Saint-Augustin-de-Desmaures|Aucun contrôle|-71.471792|46.726574
Roy, Chemin du    /   Batture, Chemin de la    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur la rue sud-nord|-71.475946|46.725896
Roy, Chemin du    /   Moisan, Rue    --   Saint-Augustin-de-Desmaures|Arrêts obligatoires sur toutes les approches|-71.481835|46.725016
138, Route    /   Michel-Quézel, Chemin    --   Saint-Augustin-de-Desmaures|Non déterminé|-71.529129|46.729826
Capucins, Boulevard des    /   Corridor du Littoral, Piste cyclable    /   Daishowa inc., Stationnement    /   Daishowa, Voie service    --   Québec|Signaux lumineux + phase pour piétons avec décompte numérique|-71.217328|46.822517
Saint-Samuel, Avenue    /   Emmanuel-Fortin, Rue    --   Québec|Arrêts obligatoires sur la rue est-ouest|-71.247888|46.868358
Saint-Samuel, Avenue    /   Abbé-Huot, Rue de l'    --   Québec|Aucun contrôle|-71.244232|46.864679
Saint-Clément, Avenue    /   Saint-Adrien, Rue    --   Québec|Aucun contrôle|-71.211842|46.850242
